time sourceIP destinationIP domain status
2023031311:43:43 133.20.16.174 192.168.1.163 www.media.dendai.ac.jp 200
2023031311:43:46 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 200
2023031311:44:12 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 200
2023031311:44:18 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031311:44:45 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031311:45:40 133.20.51.253 192.168.124.81 www.database.dendai.ac.jp 200
2023031311:46:34 52.223.34.187 192.168.1.163 www.media.dendai.ac.jp 200
2023031311:46:56 133.20.16.174 192.168.76.179 www.dendai.ac.jp 200
2023031311:48:18 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031311:48:49 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 200
2023031311:49:10 172.217.175.110 192.168.76.179 www.dendai.ac.jp 500
2023031311:49:22 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 401
2023031311:49:38 104.215.24.148 192.168.76.179 www.dendai.ac.jp 200
2023031311:49:58 182.22.25.124 192.168.124.81 www.database.dendai.ac.jp 500
2023031311:50:19 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031311:50:55 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031311:51:13 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031311:51:41 172.217.175.110 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031311:52:05 172.217.175.110 192.168.231.57 www.lib.dendai.ac.jp 200
2023031311:52:09 182.22.25.124 192.168.76.179 www.dendai.ac.jp 200
2023031311:52:27 52.119.164.121 192.168.74.35 www.mail.dendai.ac.jp 401
2023031311:52:36 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031311:53:03 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031311:53:28 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 500
2023031311:54:10 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031311:54:17 133.20.16.174 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031311:54:22 104.215.24.148 192.168.231.57 www.lib.dendai.ac.jp 200
2023031311:54:30 104.215.24.148 192.168.76.179 www.dendai.ac.jp 200
2023031311:55:28 133.20.16.174 192.168.1.163 www.media.dendai.ac.jp 500
2023031311:56:21 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031311:56:26 52.223.34.187 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031311:56:33 52.223.34.187 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031311:56:37 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 200
2023031311:56:53 172.217.174.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031311:57:19 104.215.24.148 192.168.231.57 www.lib.dendai.ac.jp 401
2023031311:57:29 52.119.164.121 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031311:57:45 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 200
2023031311:57:54 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031311:58:00 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031311:58:18 133.20.51.253 192.168.76.179 www.dendai.ac.jp 200
2023031311:59:10 133.20.16.174 192.168.74.35 www.mail.dendai.ac.jp 200
2023031311:59:35 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031311:59:54 133.20.16.174 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031312:00:10 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:00:51 104.215.24.148 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:02:18 182.22.25.124 192.168.231.57 www.lib.dendai.ac.jp 500
2023031312:02:29 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:02:35 172.217.175.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:02:42 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:02:49 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:02:59 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:04:16 133.237.16.234 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:04:52 52.223.34.187 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:05:10 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:05:15 172.217.175.110 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:05:35 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031312:06:09 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 500
2023031312:06:24 133.20.16.174 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:06:44 104.244.42.193 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:07:06 104.215.24.148 192.168.76.179 www.dendai.ac.jp 200
2023031312:07:10 52.223.34.187 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:07:24 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:07:56 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031312:08:13 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 500
2023031312:08:49 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:08:51 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:09:17 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:09:18 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:09:42 104.215.24.148 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:11:11 133.20.51.253 192.168.76.179 www.dendai.ac.jp 200
2023031312:11:21 104.244.42.193 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:11:37 104.244.42.193 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:12:59 133.237.16.234 192.168.76.179 www.dendai.ac.jp 200
2023031312:13:15 133.20.16.174 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:13:44 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:14:11 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:14:33 182.22.25.124 192.168.124.81 www.database.dendai.ac.jp 500
2023031312:14:41 172.217.175.110 192.168.76.179 www.dendai.ac.jp 200
2023031312:14:54 52.119.164.121 192.168.76.179 www.dendai.ac.jp 200
2023031312:14:56 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031312:15:35 133.237.16.234 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:15:41 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:15:53 104.215.24.148 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031312:15:54 52.223.34.187 192.168.76.179 www.dendai.ac.jp 200
2023031312:16:41 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:16:51 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:17:08 133.20.51.253 192.168.76.179 www.dendai.ac.jp 200
2023031312:17:43 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 401
2023031312:17:53 172.217.175.110 192.168.76.179 www.dendai.ac.jp 200
2023031312:17:55 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:18:08 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 401
2023031312:18:23 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:19:03 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:19:11 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:20:13 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031312:21:53 182.22.25.124 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:22:20 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 500
2023031312:22:29 52.223.34.187 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:23:23 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:23:41 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031312:23:50 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:23:58 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031312:25:07 52.119.164.121 192.168.76.179 www.dendai.ac.jp 401
2023031312:25:08 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:25:10 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:25:39 104.215.24.148 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031312:26:22 133.20.16.174 192.168.76.179 www.dendai.ac.jp 200
2023031312:27:10 172.217.174.110 192.168.231.57 www.lib.dendai.ac.jp 401
2023031312:27:30 133.237.16.234 192.168.76.179 www.dendai.ac.jp 200
2023031312:27:55 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:28:13 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031312:28:28 133.20.16.174 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031312:28:43 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:29:20 52.119.164.121 192.168.74.35 www.mail.dendai.ac.jp 500
2023031312:29:22 133.237.16.234 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:29:26 133.20.51.253 192.168.76.179 www.dendai.ac.jp 200
2023031312:29:50 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:30:17 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:30:25 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 500
2023031312:30:41 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:31:20 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:31:27 104.215.24.148 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:31:39 133.20.16.174 192.168.231.57 www.lib.dendai.ac.jp 401
2023031312:32:19 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 500
2023031312:32:23 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031312:32:28 133.237.16.234 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:32:32 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:33:52 172.217.175.110 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031312:34:12 52.119.164.121 192.168.74.35 www.mail.dendai.ac.jp 500
2023031312:34:13 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:34:52 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:35:33 133.20.16.174 192.168.76.179 www.dendai.ac.jp 200
2023031312:35:42 52.119.164.121 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:36:03 172.217.174.110 192.168.234.152 www.unipa.dendai.ac.jp 401
2023031312:36:40 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 500
2023031312:36:47 133.237.16.234 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:36:53 52.119.164.121 192.168.74.35 www.mail.dendai.ac.jp 500
2023031312:37:06 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:38:35 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 500
2023031312:38:45 52.119.164.121 192.168.74.35 www.mail.dendai.ac.jp 401
2023031312:38:48 104.244.42.193 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031312:39:18 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:39:23 182.22.25.124 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031312:39:30 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:39:37 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031312:40:32 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031312:40:53 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031312:41:46 52.223.34.187 192.168.76.179 www.dendai.ac.jp 200
2023031312:41:47 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 401
2023031312:43:06 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:43:08 133.20.51.253 192.168.76.179 www.dendai.ac.jp 500
2023031312:43:20 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:43:35 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:43:57 104.244.42.193 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:44:24 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031312:44:43 104.215.24.148 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031312:44:58 104.244.42.193 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:45:43 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:45:44 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 401
2023031312:45:53 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 401
2023031312:46:09 172.217.175.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:46:19 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:46:47 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031312:46:55 104.244.42.193 192.168.76.179 www.dendai.ac.jp 401
2023031312:47:34 104.244.42.193 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:47:52 133.20.16.174 192.168.23.19 www.kyujin.dendai.ac.jp 401
2023031312:48:02 182.22.25.124 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:49:07 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031312:49:16 104.244.42.193 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:49:23 104.244.42.193 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:49:30 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:50:24 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:50:34 52.223.34.187 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:51:51 52.119.164.121 192.168.76.179 www.dendai.ac.jp 200
2023031312:51:55 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 401
2023031312:52:16 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:52:59 52.119.164.121 192.168.76.179 www.dendai.ac.jp 200
2023031312:53:04 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 500
2023031312:53:16 172.217.174.110 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:53:29 104.215.24.148 192.168.1.163 www.media.dendai.ac.jp 200
2023031312:53:34 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 500
2023031312:54:33 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031312:55:33 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:56:07 133.20.51.253 192.168.76.179 www.dendai.ac.jp 200
2023031312:56:12 133.237.16.234 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:56:20 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 500
2023031312:56:35 182.22.25.124 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031312:56:55 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 500
2023031312:58:11 172.217.174.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031312:58:16 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:58:48 52.223.34.187 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031312:59:13 172.217.175.110 192.168.1.163 www.media.dendai.ac.jp 401
2023031312:59:14 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031312:59:23 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031312:59:35 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 200
2023031312:59:53 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:00:05 172.217.175.110 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031313:00:46 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031313:01:28 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:02:14 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:02:18 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:02:19 182.22.25.124 192.168.76.179 www.dendai.ac.jp 200
2023031313:02:22 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031313:02:26 172.217.174.110 192.168.76.179 www.dendai.ac.jp 200
2023031313:02:34 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:02:51 104.215.24.148 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:03:03 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:04:21 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031313:05:47 133.237.16.234 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:06:13 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 200
2023031313:06:40 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031313:06:49 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:07:23 133.20.51.253 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:07:42 172.217.175.110 192.168.23.19 www.kyujin.dendai.ac.jp 401
2023031313:08:24 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:08:51 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 200
2023031313:08:52 172.217.175.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031313:10:11 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:10:24 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:10:31 104.215.24.148 192.168.124.81 www.database.dendai.ac.jp 500
2023031313:10:34 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031313:10:52 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 500
2023031313:11:00 52.223.34.187 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:11:10 172.217.175.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:11:32 104.244.42.193 192.168.76.179 www.dendai.ac.jp 500
2023031313:11:41 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031313:12:21 133.237.16.234 192.168.1.163 www.media.dendai.ac.jp 200
2023031313:12:27 133.20.16.174 192.168.1.163 www.media.dendai.ac.jp 200
2023031313:13:44 182.22.25.124 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:14:47 104.215.24.148 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:15:37 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:15:43 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:15:49 104.244.42.193 192.168.234.152 www.unipa.dendai.ac.jp 500
2023031313:15:58 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 401
2023031313:16:04 52.223.34.187 192.168.1.163 www.media.dendai.ac.jp 401
2023031313:16:14 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 500
2023031313:16:20 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:16:52 133.20.16.174 192.168.124.81 www.database.dendai.ac.jp 500
2023031313:19:05 104.215.24.148 192.168.74.35 www.mail.dendai.ac.jp 500
2023031313:20:18 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:21:15 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:21:29 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:21:38 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:22:13 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 401
2023031313:22:26 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031313:22:31 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 500
2023031313:22:36 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:22:44 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:23:33 52.223.34.187 192.168.76.179 www.dendai.ac.jp 200
2023031313:23:42 133.20.16.174 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:24:53 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:26:24 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:26:36 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:27:19 172.217.174.110 192.168.124.81 www.database.dendai.ac.jp 500
2023031313:27:47 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:29:14 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031313:29:30 133.20.51.253 192.168.74.35 www.mail.dendai.ac.jp 200
2023031313:29:32 104.215.24.148 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:29:43 172.217.174.110 192.168.76.179 www.dendai.ac.jp 200
2023031313:30:45 133.20.51.253 192.168.1.163 www.media.dendai.ac.jp 500
2023031313:30:52 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:30:54 52.119.164.121 192.168.1.163 www.media.dendai.ac.jp 200
2023031313:30:56 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:31:06 133.237.16.234 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:32:06 133.20.51.253 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031313:32:09 133.20.16.174 192.168.76.179 www.dendai.ac.jp 500
2023031313:33:06 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031313:33:09 133.20.16.174 192.168.76.179 www.dendai.ac.jp 401
2023031313:33:57 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:35:00 182.22.25.124 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:35:33 104.244.42.193 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:35:41 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031313:37:46 52.119.164.121 192.168.76.179 www.dendai.ac.jp 500
2023031313:38:16 172.217.175.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:38:50 133.20.16.174 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:38:56 172.217.175.110 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:39:58 133.237.16.234 192.168.74.35 www.mail.dendai.ac.jp 200
2023031313:40:19 172.217.175.110 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:41:01 172.217.174.110 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:41:43 104.244.42.193 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:42:30 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031313:43:28 182.22.25.124 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:43:36 172.217.174.110 192.168.231.57 www.lib.dendai.ac.jp 500
2023031313:44:15 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:44:30 182.22.25.124 192.168.74.35 www.mail.dendai.ac.jp 200
2023031313:45:49 172.217.174.110 192.168.74.35 www.mail.dendai.ac.jp 200
2023031313:46:23 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031313:46:37 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:46:45 52.223.34.187 192.168.76.179 www.dendai.ac.jp 200
2023031313:47:15 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 500
2023031313:48:16 104.244.42.193 192.168.76.179 www.dendai.ac.jp 200
2023031313:48:17 133.20.51.253 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:48:27 172.217.175.110 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:48:31 172.217.175.110 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031313:49:17 182.22.25.124 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:50:55 172.217.174.110 192.168.23.19 www.kyujin.dendai.ac.jp 500
2023031313:51:11 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:51:42 133.237.16.234 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:51:53 172.217.175.110 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:52:05 172.217.175.110 192.168.76.179 www.dendai.ac.jp 200
2023031313:53:06 133.237.16.234 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031313:53:22 172.217.175.110 192.168.76.179 www.dendai.ac.jp 200
2023031313:53:50 52.223.34.187 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:54:11 104.244.42.193 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:55:25 133.237.16.234 192.168.124.81 www.database.dendai.ac.jp 500
2023031313:55:26 104.244.42.193 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:56:00 182.22.25.124 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031313:56:14 133.20.16.174 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031313:57:08 172.217.174.110 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:57:36 104.244.42.193 192.168.47.156 www.homepage.dendai.ac.jp 500
2023031313:58:13 52.119.164.121 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031313:58:19 52.223.34.187 192.168.47.156 www.homepage.dendai.ac.jp 401
2023031313:58:46 52.223.34.187 192.168.124.81 www.database.dendai.ac.jp 200
2023031313:59:05 133.20.51.253 192.168.231.57 www.lib.dendai.ac.jp 200
2023031313:59:52 133.237.16.234 192.168.76.179 www.dendai.ac.jp 500
2023031313:59:57 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031314:00:36 52.223.34.187 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031314:00:55 104.244.42.193 192.168.1.163 www.media.dendai.ac.jp 200
2023031314:00:58 172.217.174.110 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031314:01:17 133.20.51.253 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031314:01:30 52.119.164.121 192.168.124.81 www.database.dendai.ac.jp 200
2023031314:02:24 52.119.164.121 192.168.231.57 www.lib.dendai.ac.jp 500
2023031314:03:05 52.223.34.187 192.168.23.19 www.kyujin.dendai.ac.jp 200
2023031314:03:14 52.119.164.121 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031314:03:19 133.20.16.174 192.168.1.163 www.media.dendai.ac.jp 200
2023031314:03:23 52.223.34.187 192.168.74.35 www.mail.dendai.ac.jp 200
2023031314:03:26 133.20.51.253 192.168.76.179 www.dendai.ac.jp 401
2023031314:04:01 104.215.24.148 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031314:04:10 133.20.51.253 192.168.47.156 www.homepage.dendai.ac.jp 200
2023031314:04:19 52.223.34.187 192.168.195.96 www.mrcl.dendai.ac.jp 200
2023031314:04:21 104.215.24.148 192.168.234.152 www.unipa.dendai.ac.jp 200
2023031314:04:27 52.119.164.121 192.168.23.19 www.kyujin.dendai.ac.jp 200
